player_id,season,week,stat,line,actual_value,book,selected_side,selected_odds,selected_book_implied_prob,selected_market_no_vig_prob,selected_fair_american,selected_raw_prob,selected_prob,selected_edge,selected_ev,model_p_over_calibrated,model_p_under_calibrated,market_p_over_no_vig,market_p_under_no_vig,ev_over,ev_under,recommendation,confidence,top_drivers,result,stake_units,profit_units,game_id,recent_team,opponent_team
00-0035125,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_MIA_IND,MIA,IND
00-0035500,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_ARI_NO,ARI,NO
00-0035535,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_NYG_WAS,NYG,WAS
00-0036358,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_DAL_PHI,DAL,PHI
00-0036613,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_MIA_IND,MIA,IND
00-0036626,2025,1,carries,0.5,2.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],win,1.0,0.9090909090909091,2025_01_JAX_CAR,JAX,CAR
00-0036900,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_CIN_CLE,CIN,CLE
00-0037091,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_GB_DET,GB,DET
00-0037545,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_NO_ARI,NO,ARI
00-0037740,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_NYJ_PIT,NYJ,PIT
00-0038359,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_LA_HOU,LA,HOU
00-0038496,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_NYJ_PIT,NYJ,PIT
00-0038543,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_SEA_SF,SEA,SF
00-0038559,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_ARI_NO,ARI,NO
00-0038563,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_LV_NE,LV,NE
00-0038621,2025,1,carries,0.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],win,1.0,0.9090909090909091,2025_01_NE_LV,NE,LV
00-0039064,2025,1,carries,0.5,2.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],win,1.0,0.9090909090909091,2025_01_BAL_BUF,BAL,BUF
00-0039075,2025,1,carries,0.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],win,1.0,0.9090909090909091,2025_01_LA_HOU,LA,HOU
00-0039342,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_CAR_JAX,CAR,JAX
00-0039589,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_TB_ATL,TB,ATL
00-0039751,2025,1,carries,0.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],win,1.0,0.9090909090909091,2025_01_LA_HOU,LA,HOU
00-0039880,2025,1,carries,0.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],win,1.0,0.9090909090909091,2025_01_MIA_IND,MIA,IND
00-0039890,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_IND_MIA,IND,MIA
00-0039893,2025,1,carries,0.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],win,1.0,0.9090909090909091,2025_01_JAX_CAR,JAX,CAR
00-0039901,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_BUF_BAL,BUF,BAL
00-0039916,2025,1,carries,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-225912.0,0.9995575448794013,0.9995575448794013,0.4995575448794013,0.9082462220424934,0.9995575448794013,0.00044245512059870595,0.5,0.5,0.9082462220424934,-0.9991553129515843,over,high,[],loss,1.0,-1.0,2025_01_SF_SEA,SF,SEA
00-0035261,2025,1,carries,17.5,18.0,synthetic,under,-110,0.5238095238095238,0.5,-91585.0,0.99890931052833,0.99890931052833,0.49890931052833,0.9070086837359027,0.001090689471670021,0.99890931052833,0.5,0.5,-0.9979177746449936,0.9070086837359027,under,high,[],loss,1.0,-1.0,2025_01_TEN_DEN,TEN,DEN
00-0037840,2025,1,carries,17.5,18.0,synthetic,under,-110,0.5238095238095238,0.5,-91585.0,0.99890931052833,0.99890931052833,0.49890931052833,0.9070086837359027,0.001090689471670021,0.99890931052833,0.5,0.5,-0.9979177746449936,0.9070086837359027,under,high,[],loss,1.0,-1.0,2025_01_LA_HOU,LA,HOU
00-0036900,2025,1,receptions,8.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-73805.0,0.9986469170654299,0.9986469170654299,0.49864691706542985,0.9065077507612751,0.0013530829345700936,0.9986469170654299,0.5,0.5,-0.9974168416703661,0.9065077507612751,under,high,[],win,1.0,0.9090909090909091,2025_01_CIN_CLE,CIN,CLE
00-0039893,2025,1,receptions,8.5,1.0,synthetic,under,-110,0.5238095238095238,0.5,-73805.0,0.9986469170654299,0.9986469170654299,0.49864691706542985,0.9065077507612751,0.0013530829345700936,0.9986469170654299,0.5,0.5,-0.9974168416703661,0.9065077507612751,under,high,[],win,1.0,0.9090909090909091,2025_01_JAX_CAR,JAX,CAR
00-0023459,2025,1,carries,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_PIT_NYJ,PIT,NYJ
00-0030565,2025,1,carries,1.5,2.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_LV_NE,LV,NE
00-0033077,2025,1,carries,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_DAL_PHI,DAL,PHI
00-0033106,2025,1,carries,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_DET_GB,DET,GB
00-0033854,2025,1,carries,1.5,2.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_HOU_LA,HOU,LA
00-0033955,2025,1,carries,1.5,4.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_WAS_NYG,WAS,NYG
00-0034827,2025,1,carries,1.5,3.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_CHI_MIN,CHI,MIN
00-0034837,2025,1,carries,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_TEN_DEN,TEN,DEN
00-0036212,2025,1,carries,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_MIA_IND,MIA,IND
00-0036264,2025,1,carries,1.5,3.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_GB_DET,GB,DET
00-0036442,2025,1,carries,1.5,2.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_CIN_CLE,CIN,CLE
00-0036945,2025,1,carries,1.5,12.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_NYJ_PIT,NYJ,PIT
00-0037240,2025,1,carries,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_DET_GB,DET,GB
00-0037276,2025,1,carries,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_MIN_CHI,MIN,CHI
00-0037594,2025,1,carries,1.5,2.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_TEN_DEN,TEN,DEN
00-0037745,2025,1,carries,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_NO_ARI,NO,ARI
00-0038573,2025,1,carries,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_LAC_KC,LAC,KC
00-0038705,2025,1,carries,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_ARI_NO,ARI,NO
00-0038976,2025,1,carries,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_DEN_TEN,DEN,TEN
00-0039146,2025,1,carries,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_GB_DET,GB,DET
00-0039299,2025,1,carries,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_SEA_SF,SEA,SF
00-0039894,2025,1,carries,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],loss,1.0,-1.0,2025_01_KC_LAC,KC,LAC
00-0039917,2025,1,carries,1.5,6.0,synthetic,over,-110,0.5238095238095238,0.5,-25809.0,0.9961403880926566,0.9961403880926566,0.4961403880926566,0.9017225590859808,0.9961403880926566,0.0038596119073434076,0.5,0.5,0.9017225590859808,-0.9926316499950717,over,high,[],win,1.0,0.9090909090909091,2025_01_ATL_TB,ATL,TB
00-0031408,2025,1,receptions,7.5,5.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_TB_ATL,TB,ATL
00-0034827,2025,1,receptions,7.5,3.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_CHI_MIN,CHI,MIN
00-0036407,2025,1,receptions,7.5,5.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_CLE_CIN,CLE,CIN
00-0036410,2025,1,receptions,7.5,3.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_CIN_CLE,CIN,CLE
00-0036963,2025,1,receptions,7.5,4.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_DET_GB,DET,GB
00-0037744,2025,1,receptions,7.5,6.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_ARI_NO,ARI,NO
00-0039075,2025,1,receptions,7.5,10.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],loss,1.0,-1.0,2025_01_LA_HOU,LA,HOU
00-0039337,2025,1,receptions,7.5,5.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_NYG_WAS,NYG,WAS
00-0039915,2025,1,receptions,7.5,6.0,synthetic,under,-110,0.5238095238095238,0.5,-20229.0,0.995080997313148,0.995080997313148,0.49508099731314803,0.8997000857796462,0.004919002686852006,0.995080997313148,0.5,0.5,-0.9906091766887372,0.8997000857796462,under,high,[],win,1.0,0.9090909090909091,2025_01_LAC_KC,LAC,KC
