player_id,season,week,stat,line,actual_value,book,selected_side,selected_odds,selected_book_implied_prob,selected_market_no_vig_prob,selected_fair_american,selected_raw_prob,selected_prob,selected_edge,selected_ev,model_p_over_calibrated,model_p_under_calibrated,market_p_over_no_vig,market_p_under_no_vig,ev_over,ev_under,recommendation,confidence,top_drivers,result,stake_units,profit_units,game_id,recent_team,opponent_team 
00-0039880,2025,4,receptions,2.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-147.0,0.595,0.595,0.09499999999999997,0.13590909090909087,0.405,0.595,0.5,0.5,-0.22681818181818175,0.13590909090909087,under,high,[],win,1.0,0.9090909090909091,2025_04_MIA_NYJ,MIA,NYJ
00-0033923,2025,4,rushing_yards,22.5,34.0,synthetic,over,-110,0.5238095238095238,0.5,-147.0,0.5949876521773051,0.5949876521773051,0.09498765217730509,0.13588551779303693,0.5949876521773051,0.4050123478226949,0.5,0.5,0.13588551779303693,-0.22679460870212792,over,high,[],win,1.0,0.9090909090909091,2025_04_KC_BAL,KC,BAL
00-0039165,2025,4,rushing_yards,43.5,39.0,synthetic,under,-110,0.5238095238095238,0.5,-147.0,0.5947838554928369,0.5947838554928369,0.09478385549283685,0.13549645139541577,0.40521614450716315,0.5947838554928369,0.5,0.5,-0.2264055423045067,0.13549645139541577,under,high,[],win,1.0,0.9090909090909091,2025_04_SEA_ARI,SEA,ARI
00-0039880,2025,4,receiving_yards,20.5,13.0,synthetic,over,-110,0.5238095238095238,0.5,-147.0,0.5946133814409773,0.5946133814409773,0.0946133814409773,0.1351710009327748,0.5946133814409773,0.4053866185590227,0.5,0.5,0.1351710009327748,-0.22608009184186578,over,high,[],loss,1.0,-1.0,2025_04_MIA_NYJ,MIA,NYJ
00-0035289,2025,4,interceptions,0.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-147.0,0.5945406521780611,0.5945406521780611,0.09454065217806107,0.13503215415811654,0.40545934782193893,0.5945406521780611,0.5,0.5,-0.22594124506720753,0.13503215415811654,under,high,[],win,1.0,0.9090909090909091,2025_04_KC_BAL,KC,BAL
00-0036945,2025,4,passing_tds,0.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-146.0,0.5941688840247094,0.5941688840247094,0.09416888402470935,0.1343224149562633,0.5941688840247094,0.40583111597529065,0.5,0.5,0.1343224149562633,-0.22523150586535423,over,high,[],win,1.0,0.9090909090909091,2025_04_NYJ_MIA,NYJ,MIA
00-0035100,2025,4,passing_tds,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-146.0,0.5935602285866824,0.5935602285866824,0.09356022858668245,0.13316043639275743,0.5935602285866824,0.40643977141331755,0.5,0.5,0.13316043639275743,-0.22406952730184831,over,high,[],loss,1.0,-1.0,2025_04_CIN_DEN,CIN,DEN
00-0034844,2025,4,rushing_tds,0.5,1.0,synthetic,under,-110,0.5238095238095238,0.5,-146.0,0.5930214173175117,0.5930214173175117,0.09302141731751168,0.13213179669706776,0.4069785826824884,0.5930214173175117,0.5,0.5,-0.22304088760615864,0.13213179669706776,under,high,[],loss,1.0,-1.0,2025_04_PHI_TB,PHI,TB
00-0037744,2025,4,receptions,6.5,7.0,synthetic,under,-110,0.5238095238095238,0.5,-146.0,0.593,0.593,0.09299999999999997,0.13209090909090904,0.407,0.593,0.5,0.5,-0.22300000000000003,0.13209090909090904,under,high,[],loss,1.0,-1.0,2025_04_ARI_SEA,ARI,SEA
00-0037834,2025,4,passing_tds,1.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-145.0,0.592191529852006,0.592191529852006,0.09219152985200596,0.13054746608110224,0.40780847014799404,0.592191529852006,0.5,0.5,-0.22145655699019323,0.13054746608110224,under,high,[],loss,1.0,-1.0,2025_04_SF_JAX,SF,JAX
00-0033906,2025,4,receiving_yards,26.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-145.0,0.5912400035893814,0.5912400035893814,0.09124000358938145,0.1287309159433646,0.40875999641061855,0.5912400035893814,0.5,0.5,-0.2196400068524555,0.1287309159433646,under,high,[],win,1.0,0.9090909090909091,2025_04_NO_BUF,NO,BUF
00-0038720,2025,4,receiving_yards,1.5,19.0,synthetic,over,-110,0.5238095238095238,0.5,-145.0,0.5912056898602822,0.5912056898602822,0.09120568986028221,0.12866540791508418,0.5912056898602822,0.4087943101397178,0.5,0.5,0.12866540791508418,-0.21957449882417512,over,high,[],win,1.0,0.9090909090909091,2025_04_MIA_NYJ,MIA,NYJ
00-0037666,2025,4,receiving_yards,34.5,61.0,synthetic,under,-110,0.5238095238095238,0.5,-145.0,0.5911203819573932,0.5911203819573932,0.09112038195739325,0.12850254737320532,0.40887961804260675,0.5911203819573932,0.5,0.5,-0.2194116382822962,0.12850254737320532,under,high,[],loss,1.0,-1.0,2025_04_DAL_GB,DAL,GB
00-0036924,2025,4,receiving_yards,14.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-144.0,0.5908124220128202,0.5908124220128202,0.09081242201282025,0.12791462384265684,0.5908124220128202,0.40918757798717975,0.5,0.5,0.12791462384265684,-0.21882371475174778,over,high,[],loss,1.0,-1.0,2025_04_ARI_SEA,ARI,SEA
00-0038134,2025,4,receiving_yards,14.5,29.0,synthetic,over,-110,0.5238095238095238,0.5,-144.0,0.5908124220128202,0.5908124220128202,0.09081242201282025,0.12791462384265684,0.5908124220128202,0.40918757798717975,0.5,0.5,0.12791462384265684,-0.21882371475174778,over,high,[],win,1.0,0.9090909090909091,2025_04_SEA_ARI,SEA,ARI
00-0031236,2025,4,receiving_yards,22.5,22.0,synthetic,over,-110,0.5238095238095238,0.5,-144.0,0.590517347738479,0.590517347738479,0.09051734773847897,0.12735130022800534,0.590517347738479,0.40948265226152103,0.5,0.5,0.12735130022800534,-0.21826039113709622,over,high,[],loss,1.0,-1.0,2025_04_NO_BUF,NO,BUF
00-0033885,2025,4,receiving_yards,45.5,11.0,synthetic,under,-110,0.5238095238095238,0.5,-144.0,0.5901151051360461,0.5901151051360461,0.09011510513604615,0.12658338253245172,0.40988489486395385,0.5901151051360461,0.5,0.5,-0.21749247344154266,0.12658338253245172,under,high,[],win,1.0,0.9090909090909091,2025_04_CLE_DET,CLE,DET
00-0035689,2025,4,receiving_yards,11.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-143.0,0.5890857146951739,0.5890857146951739,0.0890857146951739,0.12461818259987745,0.5890857146951739,0.4109142853048261,0.5,0.5,0.12461818259987745,-0.2155272735089684,over,high,[],loss,1.0,-1.0,2025_04_BUF_NO,BUF,NO
00-0035676,2025,4,receptions,3.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-143.0,0.5880000000000001,0.5880000000000001,0.08800000000000008,0.12254545454545462,0.412,0.5880000000000001,0.5,0.5,-0.21345454545454556,0.12254545454545462,under,high,[],win,1.0,0.9090909090909091,2025_04_PHI_TB,PHI,TB
00-0039163,2025,4,passing_yards,211.5,233.0,synthetic,under,-110,0.5238095238095238,0.5,-143.0,0.5880000000000001,0.5880000000000001,0.08800000000000008,0.12254545454545462,0.412,0.5880000000000001,0.5,0.5,-0.21345454545454556,0.12254545454545462,under,high,[],loss,1.0,-1.0,2025_04_HOU_TEN,HOU,TEN
00-0036139,2025,4,carries,10.5,9.0,synthetic,under,-110,0.5238095238095238,0.5,-142.0,0.5875934894598327,0.5875934894598327,0.0875934894598327,0.12176938896877154,0.41240651054016736,0.5875934894598327,0.5,0.5,-0.21267847987786237,0.12176938896877154,under,high,[],win,1.0,0.9090909090909091,2025_04_CAR_NE,CAR,NE
00-0034837,2025,4,receiving_yards,46.5,30.0,synthetic,under,-110,0.5238095238095238,0.5,-142.0,0.5872893342369241,0.5872893342369241,0.08728933423692409,0.12118872899776412,0.4127106657630759,0.5872893342369241,0.5,0.5,-0.2120978199068551,0.12118872899776412,under,high,[],win,1.0,0.9090909090909091,2025_04_TEN_HOU,TEN,HOU
00-0023459,2025,4,completions,19.5,18.0,synthetic,under,-110,0.5238095238095238,0.5,-142.0,0.5869388056889038,0.5869388056889038,0.08693880568890378,0.12051953813336169,0.41306119431109617,0.5869388056889038,0.5,0.5,-0.21142862904245274,0.12051953813336169,under,high,[],win,1.0,0.9090909090909091,2025_04_PIT_MIN,PIT,MIN
00-0040719,2025,4,carries,5.5,4.0,synthetic,under,-110,0.5238095238095238,0.5,-142.0,0.5868122280419159,0.5868122280419159,0.0868122280419159,0.1202778898982031,0.41318777195808415,0.5868122280419159,0.5,0.5,-0.21118698080729398,0.1202778898982031,under,high,[],win,1.0,0.9090909090909091,2025_04_JAX_SF,JAX,SF
00-0039796,2025,4,rushing_yards,1.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-142.0,0.5867640785815096,0.5867640785815096,0.08676407858150958,0.12018596820106375,0.5867640785815096,0.4132359214184904,0.5,0.5,0.12018596820106375,-0.2110950591101547,over,high,[],loss,1.0,-1.0,2025_04_BAL_KC,BAL,KC
00-0033576,2025,4,receptions,1.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-142.0,0.5860000000000001,0.5860000000000001,0.08600000000000008,0.1187272727272729,0.414,0.5860000000000001,0.5,0.5,-0.20963636363636373,0.1187272727272729,under,high,[],win,1.0,0.9090909090909091,2025_04_SEA_ARI,SEA,ARI
00-0036244,2025,4,receptions,1.5,2.0,synthetic,over,-110,0.5238095238095238,0.5,-142.0,0.586,0.586,0.08599999999999997,0.11872727272727268,0.586,0.41400000000000003,0.5,0.5,0.11872727272727268,-0.20963636363636357,over,high,[],win,1.0,0.9090909090909091,2025_04_LA_IND,LA,IND
00-0038090,2025,4,receptions,0.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-142.0,0.586,0.586,0.08599999999999997,0.11872727272727268,0.586,0.41400000000000003,0.5,0.5,0.11872727272727268,-0.20963636363636357,over,high,[],loss,1.0,-1.0,2025_04_SF_JAX,SF,JAX
00-0032950,2025,4,rushing_yards,15.5,12.0,synthetic,over,-110,0.5238095238095238,0.5,-142.0,0.5859229894933415,0.5859229894933415,0.08592298949334154,0.11858025266910655,0.5859229894933415,0.41407701050665846,0.5,0.5,0.11858025266910655,-0.20948934357819748,over,high,[],loss,1.0,-1.0,2025_04_MIN_PIT,MIN,PIT
00-0036971,2025,4,completions,16.5,21.0,synthetic,under,-110,0.5238095238095238,0.5,-141.0,0.5853842306871181,0.5853842306871181,0.08538423068711809,0.11755171312995272,0.4146157693128819,0.5853842306871181,0.5,0.5,-0.20846080403904366,0.11755171312995272,under,high,[],loss,1.0,-1.0,2025_04_JAX_SF,JAX,SF
00-0039921,2025,4,carries,6.5,8.0,synthetic,under,-110,0.5238095238095238,0.5,-140.0,0.5835664774067904,0.5835664774067904,0.08356647740679035,0.11408145686750881,0.41643352259320965,0.5835664774067904,0.5,0.5,-0.20499054777659975,0.11408145686750881,under,high,[],loss,1.0,-1.0,2025_04_ARI_SEA,ARI,SEA
00-0040667,2025,4,receiving_yards,22.5,58.0,synthetic,under,-110,0.5238095238095238,0.5,-140.0,0.5834048226175583,0.5834048226175583,0.08340482261755833,0.11377284317897496,0.4165951773824417,0.5834048226175583,0.5,0.5,-0.2046819340880659,0.11377284317897496,under,high,[],loss,1.0,-1.0,2025_04_GB_DAL,GB,DAL
00-0040715,2025,4,rushing_yards,34.5,79.0,synthetic,under,-110,0.5238095238095238,0.5,-140.0,0.582807853915889,0.582807853915889,0.08280785391588896,0.11263317565760622,0.41719214608411104,0.582807853915889,0.5,0.5,-0.2035422665666971,0.11263317565760622,under,high,[],loss,1.0,-1.0,2025_04_NYG_LAC,NYG,LAC
00-0035289,2025,4,passing_yards,211.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-140.0,0.5826955865279865,0.5826955865279865,0.08269558652798648,0.11241884700797411,0.4173044134720135,0.5826955865279865,0.5,0.5,-0.2033279379170651,0.11241884700797411,under,high,[],win,1.0,0.9090909090909091,2025_04_KC_BAL,KC,BAL
00-0038597,2025,4,carries,16.5,10.0,synthetic,under,-110,0.5238095238095238,0.5,-139.0,0.5819741254383031,0.5819741254383031,0.08197412543830307,0.11104151220039671,0.41802587456169693,0.5819741254383031,0.5,0.5,-0.2019506031094877,0.11104151220039671,under,high,[],win,1.0,0.9090909090909091,2025_04_CIN_DEN,CIN,DEN
00-0037741,2025,4,receiving_yards,28.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-139.0,0.5809388767254874,0.5809388767254874,0.08093887672548739,0.1090651282941123,0.4190611232745126,0.5809388767254874,0.5,0.5,-0.19997421920320319,0.1090651282941123,under,high,[],win,1.0,0.9090909090909091,2025_04_PHI_TB,PHI,TB
00-0035250,2025,4,carries,3.5,7.0,synthetic,over,-110,0.5238095238095238,0.5,-138.0,0.5803307710414864,0.5803307710414864,0.08033077104148645,0.10790419926101957,0.5803307710414864,0.41966922895851355,0.5,0.5,0.10790419926101957,-0.1988132901701105,over,high,[],win,1.0,0.9090909090909091,2025_04_NYG_LAC,NYG,LAC
00-0030565,2025,4,completions,21.5,14.0,synthetic,under,-110,0.5238095238095238,0.5,-138.0,0.5800201758047364,0.5800201758047364,0.08002017580473642,0.10731124471813314,0.4199798241952636,0.5800201758047364,0.5,0.5,-0.19822033562722408,0.10731124471813314,under,high,[],win,1.0,0.9090909090909091,2025_04_LV_CHI,LV,CHI
00-0037240,2025,4,receptions,2.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-138.0,0.5800000000000001,0.5800000000000001,0.08000000000000007,0.10727272727272741,0.42,0.5800000000000001,0.5,0.5,-0.1981818181818183,0.10727272727272741,under,high,[],win,1.0,0.9090909090909091,2025_04_DET_CLE,DET,CLE
00-0036182,2025,4,receptions,1.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-138.0,0.58,0.58,0.07999999999999996,0.10727272727272719,0.58,0.42000000000000004,0.5,0.5,0.10727272727272719,-0.19818181818181813,over,high,[],loss,1.0,-1.0,2025_04_MIA_NYJ,MIA,NYJ
00-0034857,2025,4,passing_tds,1.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-138.0,0.5790722100651664,0.5790722100651664,0.0790722100651664,0.1055014919425904,0.4209277899348336,0.5790722100651664,0.5,0.5,-0.19641058285168134,0.1055014919425904,under,high,[],loss,1.0,-1.0,2025_04_BUF_NO,BUF,NO
00-0035537,2025,4,carries,3.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-137.0,0.5788307510108875,0.5788307510108875,0.07883075101088755,0.10504052465714897,0.5788307510108875,0.42116924898911245,0.5,0.5,0.10504052465714897,-0.19594961556623985,over,high,[],loss,1.0,-1.0,2025_04_BUF_NO,BUF,NO
00-0040162,2025,4,receiving_yards,25.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-137.0,0.5787808403894359,0.5787808403894359,0.07878084038943589,0.10494524074346845,0.4212191596105641,0.5787808403894359,0.5,0.5,-0.19585433165255944,0.10494524074346845,under,high,[],win,1.0,0.9090909090909091,2025_04_CLE_DET,CLE,DET
00-0040130,2025,4,receiving_yards,21.5,24.0,synthetic,under,-110,0.5238095238095238,0.5,-137.0,0.578217467588698,0.578217467588698,0.07821746758869796,0.1038697108511506,0.42178253241130204,0.578217467588698,0.5,0.5,-0.1947788017602416,0.1038697108511506,under,high,[],loss,1.0,-1.0,2025_04_HOU_TEN,HOU,TEN
00-0037594,2025,4,rushing_yards,14.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-136.0,0.5763492869509872,0.5763492869509872,0.0763492869509872,0.1003031841791574,0.4236507130490128,0.5763492869509872,0.5,0.5,-0.19121227508824828,0.1003031841791574,under,high,[],win,1.0,0.9090909090909091,2025_04_TEN_HOU,TEN,HOU
00-0039917,2025,4,passing_yards,229.5,313.0,synthetic,under,-110,0.5238095238095238,0.5,-136.0,0.5760000000000001,0.5760000000000001,0.07600000000000007,0.09963636363636375,0.424,0.5760000000000001,0.5,0.5,-0.19054545454545463,0.09963636363636375,under,high,[],loss,1.0,-1.0,2025_04_ATL_WAS,ATL,WAS
00-0037085,2025,4,rushing_yards,2.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-136.0,0.5755902600955195,0.5755902600955195,0.0755902600955195,0.09885413290962808,0.5755902600955195,0.4244097399044805,0.5,0.5,0.09885413290962808,-0.18976322381871907,over,high,[],loss,1.0,-1.0,2025_04_DEN_CIN,DEN,CIN
00-0035719,2025,4,receiving_yards,34.5,72.0,synthetic,over,-110,0.5238095238095238,0.5,-136.0,0.5755588499673155,0.5755588499673155,0.07555884996731554,0.09879416811942054,0.5755588499673155,0.42444115003268446,0.5,0.5,0.09879416811942054,-0.18970325902851148,over,high,[],win,1.0,0.9090909090909091,2025_04_WAS_ATL,WAS,ATL
00-0036945,2025,4,rushing_yards,26.5,81.0,synthetic,under,-110,0.5238095238095238,0.5,-136.0,0.5755581272160666,0.5755581272160666,0.07555812721606658,0.09879278832158167,0.4244418727839334,0.5755581272160666,0.5,0.5,-0.1897018792306726,0.09879278832158167,under,high,[],loss,1.0,-1.0,2025_04_NYJ_MIA,NYJ,MIA
00-0039918,2025,4,rushing_yards,26.5,13.0,synthetic,under,-110,0.5238095238095238,0.5,-136.0,0.5755581272160666,0.5755581272160666,0.07555812721606658,0.09879278832158167,0.4244418727839334,0.5755581272160666,0.5,0.5,-0.1897018792306726,0.09879278832158167,under,high,[],win,1.0,0.9090909090909091,2025_04_CHI_LV,CHI,LV
00-0039847,2025,4,receptions,2.5,3.0,synthetic,under,-110,0.5238095238095238,0.5,-135.0,0.575,0.575,0.07499999999999996,0.09772727272727266,0.425,0.575,0.5,0.5,-0.1886363636363636,0.09772727272727266,under,high,[],loss,1.0,-1.0,2025_04_NYG_LAC,NYG,LAC
00-0039337,2025,4,receiving_tds,0.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-135.0,0.5742083174425407,0.5742083174425407,0.07420831744254075,0.09621587875394144,0.4257916825574592,0.5742083174425407,0.5,0.5,-0.18712496966303238,0.09621587875394144,under,high,[],win,1.0,0.9090909090909091,2025_04_NYG_LAC,NYG,LAC
00-0033307,2025,4,receiving_yards,26.5,17.0,synthetic,under,-110,0.5238095238095238,0.5,-135.0,0.5740207595654429,0.5740207595654429,0.07402075956544285,0.09585781371584545,0.42597924043455715,0.5740207595654429,0.5,0.5,-0.1867669046249364,0.09585781371584545,under,high,[],win,1.0,0.9090909090909091,2025_04_SF_JAX,SF,JAX
00-0034775,2025,4,receiving_yards,36.5,20.0,synthetic,under,-110,0.5238095238095238,0.5,-135.0,0.5738425714931146,0.5738425714931146,0.07384257149311457,0.09551763648685507,0.4261574285068854,0.5738425714931146,0.5,0.5,-0.186426727395946,0.09551763648685507,under,high,[],win,1.0,0.9090909090909091,2025_04_HOU_TEN,HOU,TEN
00-0040676,2025,4,completions,18.5,10.0,synthetic,under,-110,0.5238095238095238,0.5,-134.0,0.5735510764536806,0.5735510764536806,0.07355107645368064,0.09496114595702665,0.4264489235463194,0.5735510764536806,0.5,0.5,-0.18587023686611753,0.09496114595702665,under,high,[],win,1.0,0.9090909090909091,2025_04_TEN_HOU,TEN,HOU
00-0039299,2025,4,carries,2.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-134.0,0.5732887147519489,0.5732887147519489,0.07328871475194887,0.09446027361735687,0.5732887147519489,0.42671128524805113,0.5,0.5,0.09446027361735687,-0.18536936452644787,over,high,[],loss,1.0,-1.0,2025_04_SEA_ARI,SEA,ARI
00-0038544,2025,4,receptions,3.5,8.0,synthetic,under,-110,0.5238095238095238,0.5,-134.0,0.573,0.573,0.07299999999999995,0.09390909090909083,0.427,0.573,0.5,0.5,-0.18481818181818177,0.09390909090909083,under,high,[],loss,1.0,-1.0,2025_04_LAC_NYG,LAC,NYG
00-0035243,2025,4,receiving_yards,15.5,17.0,synthetic,over,-110,0.5238095238095238,0.5,-134.0,0.5724611746727558,0.5724611746727558,0.07246117467275581,0.09288042437526112,0.5724611746727558,0.4275388253272442,0.5,0.5,0.09288042437526112,-0.183789515284352,over,high,[],win,1.0,0.9090909090909091,2025_04_DAL_GB,DAL,GB
00-0036275,2025,4,receiving_yards,15.5,22.0,synthetic,over,-110,0.5238095238095238,0.5,-134.0,0.5724611746727558,0.5724611746727558,0.07246117467275581,0.09288042437526112,0.5724611746727558,0.4275388253272442,0.5,0.5,0.09288042437526112,-0.183789515284352,over,high,[],win,1.0,0.9090909090909091,2025_04_CHI_LV,CHI,LV
00-0036973,2025,4,receiving_yards,15.5,1.0,synthetic,over,-110,0.5238095238095238,0.5,-134.0,0.5724611746727558,0.5724611746727558,0.07246117467275581,0.09288042437526112,0.5724611746727558,0.4275388253272442,0.5,0.5,0.09288042437526112,-0.183789515284352,over,high,[],loss,1.0,-1.0,2025_04_JAX_SF,JAX,SF
00-0040583,2025,4,receiving_yards,15.5,50.0,synthetic,over,-110,0.5238095238095238,0.5,-134.0,0.5724611746727558,0.5724611746727558,0.07246117467275581,0.09288042437526112,0.5724611746727558,0.4275388253272442,0.5,0.5,0.09288042437526112,-0.183789515284352,over,high,[],win,1.0,0.9090909090909091,2025_04_HOU_TEN,HOU,TEN
00-0032211,2025,4,receiving_yards,18.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-134.0,0.5720165870675034,0.5720165870675034,0.07201658706750336,0.0920316662197791,0.5720165870675034,0.42798341293249664,0.5,0.5,0.0920316662197791,-0.18294075712887004,over,high,[],loss,1.0,-1.0,2025_04_TEN_HOU,TEN,HOU
00-0038551,2025,4,carries,5.5,11.0,synthetic,under,-110,0.5238095238095238,0.5,-133.0,0.5715082370334899,0.5715082370334899,0.07150823703348985,0.09106117979120787,0.4284917629665101,0.5715082370334899,0.5,0.5,-0.18197027070029886,0.09106117979120787,under,high,[],loss,1.0,-1.0,2025_04_NO_BUF,NO,BUF
00-0036223,2025,4,carries,23.5,17.0,synthetic,under,-110,0.5238095238095238,0.5,-133.0,0.571291429220872,0.571291429220872,0.07129142922087195,0.09064727396711914,0.4287085707791281,0.571291429220872,0.5,0.5,-0.18155636487621007,0.09064727396711914,under,high,[],win,1.0,0.9090909090909091,2025_04_IND_LA,IND,LA
00-0036355,2025,4,completions,21.5,23.0,synthetic,under,-110,0.5238095238095238,0.5,-133.0,0.5710071853597515,0.5710071853597515,0.07100718535975148,0.09010462659588914,0.4289928146402485,0.5710071853597515,0.5,0.5,-0.18101371750498013,0.09010462659588914,under,high,[],loss,1.0,-1.0,2025_04_LAC_NYG,LAC,NYG
00-0032392,2025,4,receptions,2.5,1.0,synthetic,under,-110,0.5238095238095238,0.5,-133.0,0.571,0.571,0.07099999999999995,0.090090909090909,0.429,0.571,0.5,0.5,-0.181,0.090090909090909,under,high,[],win,1.0,0.9090909090909091,2025_04_NE_CAR,NE,CAR
00-0039893,2025,4,receiving_yards,54.5,49.0,synthetic,under,-110,0.5238095238095238,0.5,-132.0,0.569357495952522,0.569357495952522,0.06935749595252205,0.08695521954572394,0.43064250404747795,0.569357495952522,0.5,0.5,-0.17786431045481482,0.08695521954572394,under,high,[],win,1.0,0.9090909090909091,2025_04_JAX_SF,JAX,SF
00-0039394,2025,4,receiving_yards,15.5,19.0,synthetic,under,-110,0.5238095238095238,0.5,-132.0,0.5691113182364419,0.5691113182364419,0.0691113182364419,0.08648524390593448,0.4308886817635581,0.5691113182364419,0.5,0.5,-0.17739433481502548,0.08648524390593448,under,high,[],loss,1.0,-1.0,2025_04_ATL_WAS,ATL,WAS
00-0039163,2025,4,completions,19.5,22.0,synthetic,under,-110,0.5238095238095238,0.5,-132.0,0.5687891181012896,0.5687891181012896,0.06878911810128963,0.08587013455700743,0.4312108818987104,0.5687891181012896,0.5,0.5,-0.17677922546609837,0.08587013455700743,under,high,[],loss,1.0,-1.0,2025_04_HOU_TEN,HOU,TEN
00-0036970,2025,4,receiving_yards,37.5,70.0,synthetic,under,-110,0.5238095238095238,0.5,-132.0,0.5687120689776308,0.5687120689776308,0.06871206897763082,0.08572304077547699,0.4312879310223692,0.5687120689776308,0.5,0.5,-0.17663213168456793,0.08572304077547699,under,high,[],loss,1.0,-1.0,2025_04_ATL_WAS,ATL,WAS
00-0037240,2025,4,rushing_yards,16.5,-3.0,synthetic,over,-110,0.5238095238095238,0.5,-132.0,0.5685932769385149,0.5685932769385149,0.06859327693851491,0.0854962559735285,0.5685932769385149,0.4314067230614851,0.5,0.5,0.0854962559735285,-0.17640534688261938,over,high,[],loss,1.0,-1.0,2025_04_DET_CLE,DET,CLE
00-0039376,2025,4,rushing_yards,16.5,49.0,synthetic,over,-110,0.5238095238095238,0.5,-132.0,0.5685932769385149,0.5685932769385149,0.06859327693851491,0.0854962559735285,0.5685932769385149,0.4314067230614851,0.5,0.5,0.0854962559735285,-0.17640534688261938,over,high,[],win,1.0,0.9090909090909091,2025_04_NO_BUF,NO,BUF
00-0038840,2025,4,receptions,1.5,3.0,synthetic,under,-110,0.5238095238095238,0.5,-131.0,0.5680000000000001,0.5680000000000001,0.06800000000000006,0.08436363636363642,0.432,0.5680000000000001,0.5,0.5,-0.17527272727272736,0.08436363636363642,under,high,[],loss,1.0,-1.0,2025_04_CAR_NE,CAR,NE
00-0038359,2025,4,receiving_yards,9.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-131.0,0.5675363701325313,0.5675363701325313,0.06753637013253133,0.08347852479846884,0.43246362986746867,0.5675363701325313,0.5,0.5,-0.17438761570755984,0.08347852479846884,under,high,[],win,1.0,0.9090909090909091,2025_04_LA_IND,LA,IND
00-0033576,2025,4,receiving_yards,7.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-131.0,0.5672534500513338,0.5672534500513338,0.06725345005133376,0.08293840464345537,0.5672534500513338,0.43274654994866624,0.5,0.5,0.08293840464345537,-0.1738474955525463,over,high,[],loss,1.0,-1.0,2025_04_SEA_ARI,SEA,ARI
00-0039732,2025,4,passing_tds,1.5,2.0,synthetic,under,-110,0.5238095238095238,0.5,-131.0,0.5671495265512598,0.5671495265512598,0.06714952655125983,0.08274000523422331,0.4328504734487402,0.5671495265512598,0.5,0.5,-0.1736490961433142,0.08274000523422331,under,high,[],loss,1.0,-1.0,2025_04_DEN_CIN,DEN,CIN
00-0026498,2025,4,passing_tds,1.5,3.0,synthetic,under,-110,0.5238095238095238,0.5,-131.0,0.5671444721652252,0.5671444721652252,0.06714447216522523,0.08273035595179357,0.4328555278347747,0.5671444721652252,0.5,0.5,-0.17363944686088462,0.08273035595179357,under,high,[],loss,1.0,-1.0,2025_04_LA_IND,LA,IND
00-0037263,2025,4,rushing_yards,39.5,51.0,synthetic,under,-110,0.5238095238095238,0.5,-131.0,0.5668026274460118,0.5668026274460118,0.06680262744601184,0.08207774330602258,0.43319737255398816,0.5668026274460118,0.5,0.5,-0.17298683421511352,0.08207774330602258,under,high,[],loss,1.0,-1.0,2025_04_ATL_WAS,ATL,WAS
00-0038606,2025,4,receiving_yards,31.5,0.0,synthetic,under,-110,0.5238095238095238,0.5,-131.0,0.5667617033792606,0.5667617033792606,0.06676170337926057,0.08199961554222468,0.4332382966207394,0.5667617033792606,0.5,0.5,-0.17290870645131567,0.08199961554222468,under,high,[],win,1.0,0.9090909090909091,2025_04_JAX_SF,JAX,SF
00-0037348,2025,4,receiving_yards,12.5,0.0,synthetic,over,-110,0.5238095238095238,0.5,-131.0,0.5664309129025749,0.5664309129025749,0.06643091290257486,0.08136810645037018,0.5664309129025749,0.43356908709742514,0.5,0.5,0.08136810645037018,-0.17227719735946112,over,high,[],loss,1.0,-1.0,2025_04_MIA_NYJ,MIA,NYJ
