edge_bucket,n_bets,wins,losses,pushes,staked_units,profit_units,roi,win_rate
0.15+,28630.0,16190.0,12440.0,0.0,28630.0,2278.181818181818,0.07957323849744387,0.5654907439748516
0.05-0.10,3776.0,2002.0,1774.0,0.0,3776.0,46.00000000000001,0.01218220338983051,0.5301906779661016
0.10-0.15,3954.0,1981.0,1973.0,0.0,3954.0,-172.09090909090907,-0.04352324458546006,0.5010116337885685
