model,stat,rule,scale,mae,nmae,nbias,slope,corr,nbias_topform
wr_te,receiving_yards,raw_glm,27.616486554410656,20.0861456007419,0.7273244393767361,0.13260115736587288,0.6892816868440536,0.5450916036852514,0.2101260422402346
wr_te,receiving_yards,A:shrink->trail,27.616486554410656,20.22476199269763,0.7323437741745433,0.1286577753074289,0.7413424105202494,0.5485091898135903,0.19419754870303194
wr_te,receiving_yards,B:coldstart,27.616486554410656,19.899534571641304,0.7205672065646284,0.11032976576113654,0.7129467426913367,0.5531871350648684,0.20765682081965506
wr_te,receiving_yards,B2:coldstart_wide,27.616486554410656,19.919382538389662,0.7212859064872,0.11977708914571342,0.716527540755519,0.5539133423870818,0.20882007161968622
wr_te,receiving_yards,D:blend a=0.75,27.616486554410656,20.013484921395662,0.7246933777026494,0.1289817516718125,0.7374949782034869,0.5559579705385362,0.20816708630941216
wr_te,receptions,current(prod),2.3282231716511688,1.5154392434327157,0.6508994764268972,0.11827689808805537,1.0696034097354161,0.5610297278564939,-0.05637168715607354
wr_te,receptions,raw_glm,2.3282231716511688,1.4027849508501393,0.6025130957936856,0.09877302845921594,0.7827372553272766,0.6015612100852944,0.1555362478195859
wr_te,receptions,A:shrink->trail,2.3282231716511688,1.4251594440792537,0.6121232111389626,0.10817655976871209,0.8031293489656206,0.5999121904315733,0.15989132097709163
wr_te,receptions,B:coldstart,2.3282231716511688,1.3908097515200568,0.5973696029035304,0.08957307086160349,0.792996139989801,0.6090690405527414,0.16004397759948405
wr_te,receptions,B2:coldstart_wide,2.3282231716511688,1.3947301259177833,0.5990534511039356,0.09679494234826852,0.7999015595503327,0.6085543958691967,0.16004397759948405
wr_te,receptions,D:blend a=0.75,2.3282231716511688,1.4004120648927931,0.601493912587265,0.10238313903930865,0.8109220384603109,0.6096426581347621,0.16229784248943335
wr_te,rushing_tds,current(prod),0.005277707966825836,0.0105850087041562,2.005607125420834,0.027753710226252313,3.692217600621149,0.14480470566948778,0.027753710226252313
wr_te,rushing_tds,raw_glm,0.005277707966825836,0.010322746483176295,1.955914678883737,0.0010575735528763387,1.6745892817663988,0.1705994345047737,0.0010575735528763387
wr_te,rushing_tds,A:shrink->trail,0.005277707966825836,0.012096701535883816,2.2920369243467476,0.36142496961404946,0.24177320268428473,0.08176908369119841,0.36142496961404946
wr_te,rushing_tds,B:coldstart,0.005277707966825836,0.012065376781838255,2.2861016292825913,0.3333333604089325,0.30864897038924616,0.07172319508859709,0.3333333604089325
wr_te,rushing_tds,B2:coldstart_wide,0.005277707966825836,0.011425120114564041,2.1647882350404912,0.21346064338693355,0.595756876002133,0.10363272577001587,0.21346064338693355
wr_te,rushing_tds,D:blend a=0.75,0.005277707966825836,0.011715488689108265,2.2198061663791324,0.2743523839168642,0.5189103753123067,0.10353190562278759,0.2743523839168642
wr_te,rushing_yards,current(prod),0.6139733601407389,1.271398806785937,2.070771941138454,0.1843292233681307,0.6717346923904484,0.10433032223890097,-0.492968844758459
wr_te,rushing_yards,raw_glm,0.6139733601407389,1.2202189113248725,1.9874134458295816,0.1270984776688603,0.3094960315651911,0.09091807426693271,-0.3813067753811969
wr_te,rushing_yards,A:shrink->trail,0.6139733601407389,1.3523075578487436,2.2025508688825832,0.4982407719113806,0.3071184890583407,0.13670687097584264,0.0709300645146812
wr_te,rushing_yards,B:coldstart,0.6139733601407389,1.2852122297602484,2.0932703488399627,0.33696175286681157,0.3946962977144081,0.13928929059188208,-0.08396151974046823
wr_te,rushing_yards,B2:coldstart_wide,0.6139733601407389,1.2754983609928803,2.0774490292225423,0.2938389037080777,0.3772121199494668,0.12596884165522687,-0.16616375034781367
wr_te,rushing_yards,D:blend a=0.75,0.6139733601407389,1.3051340824604396,2.125717770818702,0.37832262633820835,0.3863530319387145,0.13862143933868956,-0.05859223783112214
wr_te,targets,current(prod),3.5906006534305104,2.0902326399682165,0.5821401046009332,0.13100456260423166,1.05918436759996,0.6077965519866673,-0.031604216843721854
wr_te,targets,raw_glm,3.5906006534305104,1.8954928515225131,0.5279041125644347,0.10261399844937179,0.7892607516702058,0.6582158165412169,0.1699323649104242
wr_te,targets,A:shrink->trail,3.5906006534305104,1.901652714546211,0.5296196648127229,0.09950869331276069,0.8167838735392978,0.6599347581209791,0.15630165794874457
wr_te,targets,B:coldstart,3.5906006534305104,1.8599160867189717,0.5179958080111141,0.08405388154482432,0.7998360720072789,0.6682606647095631,0.1646006627262624
wr_te,targets,B2:coldstart_wide,3.5906006534305104,1.872641456338635,0.521539886244238,0.09228082788658969,0.8062825564133264,0.6665347306632774,0.1646006627262624
wr_te,targets,D:blend a=0.75,3.5906006534305104,1.8774987145889483,0.5228926566353626,0.09729807594775805,0.8213960956113152,0.667454873137788,0.1619348116341816
