model,stat,rule,n,mae,bias,slope,corr,q5_bias
rb,receiving_yards,trailing_only,1650,11.758806374423852,2.4578833970775715,0.6077846984810598,0.39560200113124866,8.300405268490369
rb,receiving_yards,A:shrink->trailing,1650,10.857048312914186,1.858320629648043,0.7125306401204546,0.4519235828860263,5.172047407941651
rb,receiving_yards,B:coldstart_style,1650,10.420036722653261,1.08228291391036,0.7092485318880469,0.4682433400296121,4.227822686375482
rb,receiving_yards,D:blend a=0.25,1650,11.310386628720867,2.198826046709577,0.6841858744639848,0.43045947145014785,7.2408550865907735
rb,receiving_yards,D:blend a=0.50,1650,10.93358332095269,1.939768696341586,0.7307644705930464,0.45568915338866,5.657119820244329
rb,receiving_yards,D:blend a=0.75,1650,10.636833942368215,1.6807113459735934,0.7387380950379597,0.46879337586033143,4.27601816513295
rb,receptions,current(prod),1650,1.2034588220459965,0.20459039682071567,1.0125644472964292,0.5040592434233812,-0.14237598451735378
rb,receptions,raw_glm,1650,1.1111683640374532,0.11826215389214179,0.8039481307319272,0.5523058189001285,0.23028296141614257
rb,receptions,trailing_only,1650,1.2559923506913797,0.2796861822104544,0.7114522284196795,0.49381973977038185,0.7079180509413074
rb,receptions,A:shrink->trailing,1650,1.1660811004741778,0.1952237571009039,0.7970396013252244,0.5363554489370256,0.39475148201247157
rb,receptions,B:coldstart_style,1650,1.1232408188088614,0.11475012924459826,0.8080382787024785,0.5535439761946749,0.2761206345257561
rb,receptions,D:blend a=0.25,1650,1.211937453041184,0.23933017513087607,0.781103650930051,0.5243016745976576,0.538745222251892
rb,receptions,D:blend a=0.50,1650,1.1697627376071633,0.19897416805129797,0.8234635331896755,0.5452969185779883,0.41476790428396004
